,provinsi,daerah,jenis,tahun,peng,Cluster
1236,KEP. RIAU,PERKOTAAN,MAKANAN,2007,267165.0,Cluster 3
1237,KEP. RIAU,PERKOTAAN,MAKANAN,2008,301036.0,Cluster 3
1238,KEP. RIAU,PERKOTAAN,MAKANAN,2009,330344.0,Cluster 3
1239,KEP. RIAU,PERKOTAAN,MAKANAN,2010,388302.0,Cluster 3
1240,KEP. RIAU,PERKOTAAN,MAKANAN,2011,437751.0,Cluster 3
1241,KEP. RIAU,PERKOTAAN,MAKANAN,2012,481921.0,Cluster 3
1242,KEP. RIAU,PERKOTAAN,MAKANAN,2013,524552.0,Cluster 3
1243,KEP. RIAU,PERKOTAAN,MAKANAN,2014,592970.0,Cluster 3
1244,KEP. RIAU,PERKOTAAN,MAKANAN,2015,625859.0,Cluster 3
1245,KEP. RIAU,PERKOTAAN,MAKANAN,2016,714538.0,Cluster 3
1246,KEP. RIAU,PERKOTAAN,MAKANAN,2017,794255.0,Cluster 3
1247,KEP. RIAU,PERKOTAAN,MAKANAN,2018,774057.0,Cluster 3
1248,KEP. RIAU,PERKOTAAN,MAKANAN,2019,809149.0,Cluster 3
1249,KEP. RIAU,PERKOTAAN,MAKANAN,2020,819974.0,Cluster 3
1250,KEP. RIAU,PERKOTAAN,MAKANAN,2021,842908.0,Cluster 3
1251,KEP. RIAU,PERKOTAAN,MAKANAN,2022,868121.0,Cluster 3
1252,KEP. RIAU,PERKOTAAN,NONMAKANAN,2007,358745.0,Cluster 4
1253,KEP. RIAU,PERKOTAAN,NONMAKANAN,2008,381144.0,Cluster 4
1254,KEP. RIAU,PERKOTAAN,NONMAKANAN,2009,375648.0,Cluster 4
1255,KEP. RIAU,PERKOTAAN,NONMAKANAN,2010,410110.0,Cluster 4
1256,KEP. RIAU,PERKOTAAN,NONMAKANAN,2011,514845.0,Cluster 4
1257,KEP. RIAU,PERKOTAAN,NONMAKANAN,2012,572809.0,Cluster 4
1258,KEP. RIAU,PERKOTAAN,NONMAKANAN,2013,653772.0,Cluster 4
1259,KEP. RIAU,PERKOTAAN,NONMAKANAN,2014,764558.0,Cluster 4
1260,KEP. RIAU,PERKOTAAN,NONMAKANAN,2015,809066.0,Cluster 4
1261,KEP. RIAU,PERKOTAAN,NONMAKANAN,2016,842368.0,Cluster 4
1262,KEP. RIAU,PERKOTAAN,NONMAKANAN,2017,869299.0,Cluster 4
1263,KEP. RIAU,PERKOTAAN,NONMAKANAN,2018,881087.0,Cluster 4
1264,KEP. RIAU,PERKOTAAN,NONMAKANAN,2019,1044092.0,Cluster 4
1265,KEP. RIAU,PERKOTAAN,NONMAKANAN,2020,1023031.0,Cluster 4
1266,KEP. RIAU,PERKOTAAN,NONMAKANAN,2021,1068082.0,Cluster 4
1267,KEP. RIAU,PERKOTAAN,NONMAKANAN,2022,1044718.0,Cluster 4
1284,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2011,431248.0,Cluster 5
1285,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2012,470371.0,Cluster 5
1286,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2013,508569.0,Cluster 5
1287,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2014,574814.0,Cluster 5
1288,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2015,602071.0,Cluster 5
1289,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2016,681525.0,Cluster 5
1290,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2017,759543.0,Cluster 5
1291,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2018,747943.0,Cluster 5
1292,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2019,789056.0,Cluster 5
1293,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2020,800424.0,Cluster 5
1294,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2021,828206.0,Cluster 5
1295,KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2022,846221.0,Cluster 5
1296,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2011,473543.0,Cluster 6
1297,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2012,527422.0,Cluster 6
1298,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2013,591696.0,Cluster 6
1299,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2014,696748.0,Cluster 6
1300,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2015,742641.0,Cluster 6
1301,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2016,783597.0,Cluster 6
1302,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2017,805333.0,Cluster 6
1303,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2018,826447.0,Cluster 6
1304,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2019,989093.0,Cluster 6
1305,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2020,973096.0,Cluster 6
1306,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2021,1027089.0,Cluster 6
1307,KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2022,985478.0,Cluster 6
1320,DKI JAKARTA,PERDESAAN,MAKANAN,2007,450907.70844414894,Cluster 1
1321,DKI JAKARTA,PERDESAAN,MAKANAN,2008,450907.70844414894,Cluster 1
1322,DKI JAKARTA,PERDESAAN,MAKANAN,2009,450907.70844414894,Cluster 1
1323,DKI JAKARTA,PERDESAAN,MAKANAN,2010,450907.70844414894,Cluster 1
1324,DKI JAKARTA,PERDESAAN,MAKANAN,2011,450907.70844414894,Cluster 1
1325,DKI JAKARTA,PERDESAAN,MAKANAN,2012,450907.70844414894,Cluster 1
1326,DKI JAKARTA,PERDESAAN,MAKANAN,2013,450907.70844414894,Cluster 1
1327,DKI JAKARTA,PERDESAAN,MAKANAN,2014,450907.70844414894,Cluster 1
1328,DKI JAKARTA,PERDESAAN,MAKANAN,2015,450907.70844414894,Cluster 1
1329,DKI JAKARTA,PERDESAAN,MAKANAN,2016,450907.70844414894,Cluster 1
1330,DKI JAKARTA,PERDESAAN,MAKANAN,2017,450907.70844414894,Cluster 1
1331,DKI JAKARTA,PERDESAAN,MAKANAN,2018,450907.70844414894,Cluster 1
1332,DKI JAKARTA,PERDESAAN,MAKANAN,2019,450907.70844414894,Cluster 1
1333,DKI JAKARTA,PERDESAAN,MAKANAN,2020,450907.70844414894,Cluster 1
1334,DKI JAKARTA,PERDESAAN,MAKANAN,2021,450907.70844414894,Cluster 1
1335,DKI JAKARTA,PERDESAAN,MAKANAN,2022,450907.70844414894,Cluster 1
1336,DKI JAKARTA,PERDESAAN,NONMAKANAN,2007,450907.70844414894,Cluster 2
1337,DKI JAKARTA,PERDESAAN,NONMAKANAN,2008,450907.70844414894,Cluster 2
1338,DKI JAKARTA,PERDESAAN,NONMAKANAN,2009,450907.70844414894,Cluster 2
1339,DKI JAKARTA,PERDESAAN,NONMAKANAN,2010,450907.70844414894,Cluster 2
1340,DKI JAKARTA,PERDESAAN,NONMAKANAN,2011,450907.70844414894,Cluster 2
1341,DKI JAKARTA,PERDESAAN,NONMAKANAN,2012,450907.70844414894,Cluster 2
1342,DKI JAKARTA,PERDESAAN,NONMAKANAN,2013,450907.70844414894,Cluster 2
1343,DKI JAKARTA,PERDESAAN,NONMAKANAN,2014,450907.70844414894,Cluster 2
1344,DKI JAKARTA,PERDESAAN,NONMAKANAN,2015,450907.70844414894,Cluster 2
1345,DKI JAKARTA,PERDESAAN,NONMAKANAN,2016,450907.70844414894,Cluster 2
1346,DKI JAKARTA,PERDESAAN,NONMAKANAN,2017,450907.70844414894,Cluster 2
1347,DKI JAKARTA,PERDESAAN,NONMAKANAN,2018,450907.70844414894,Cluster 2
1348,DKI JAKARTA,PERDESAAN,NONMAKANAN,2019,450907.70844414894,Cluster 2
1349,DKI JAKARTA,PERDESAAN,NONMAKANAN,2020,450907.70844414894,Cluster 2
1350,DKI JAKARTA,PERDESAAN,NONMAKANAN,2021,450907.70844414894,Cluster 2
1351,DKI JAKARTA,PERDESAAN,NONMAKANAN,2022,450907.70844414894,Cluster 2
1368,DKI JAKARTA,PERKOTAAN,MAKANAN,2007,272821.0,Cluster 3
1369,DKI JAKARTA,PERKOTAAN,MAKANAN,2008,313878.0,Cluster 3
1370,DKI JAKARTA,PERKOTAAN,MAKANAN,2009,357934.0,Cluster 3
1371,DKI JAKARTA,PERKOTAAN,MAKANAN,2010,398782.0,Cluster 3
1372,DKI JAKARTA,PERKOTAAN,MAKANAN,2011,457669.0,Cluster 3
1373,DKI JAKARTA,PERKOTAAN,MAKANAN,2012,519028.0,Cluster 3
1374,DKI JAKARTA,PERKOTAAN,MAKANAN,2013,603269.0,Cluster 3
1375,DKI JAKARTA,PERKOTAAN,MAKANAN,2014,623186.0,Cluster 3
1376,DKI JAKARTA,PERKOTAAN,MAKANAN,2015,615486.0,Cluster 3
1377,DKI JAKARTA,PERKOTAAN,MAKANAN,2016,692206.0,Cluster 3
1378,DKI JAKARTA,PERKOTAAN,MAKANAN,2017,797828.0,Cluster 3
1379,DKI JAKARTA,PERKOTAAN,MAKANAN,2018,847846.0,Cluster 3
1380,DKI JAKARTA,PERKOTAAN,MAKANAN,2019,877448.0,Cluster 3
1381,DKI JAKARTA,PERKOTAAN,MAKANAN,2020,944687.0,Cluster 3
1382,DKI JAKARTA,PERKOTAAN,MAKANAN,2021,923932.0,Cluster 3
1383,DKI JAKARTA,PERKOTAAN,MAKANAN,2022,953320.0,Cluster 3
1384,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2007,500586.0,Cluster 4
1385,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2008,549789.0,Cluster 4
1386,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2009,580449.0,Cluster 4
1387,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2010,625432.0,Cluster 4
1388,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2011,898019.0,Cluster 4
1389,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2012,884071.0,Cluster 4
1390,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2013,925160.0,Cluster 4
1391,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2014,1085089.0,Cluster 4
1392,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2015,1157945.0,Cluster 4
1393,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2016,1184441.0,Cluster 4
1394,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2017,1199617.0,Cluster 4
1395,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2018,1191309.0,Cluster 4
1396,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2019,1278663.0,Cluster 4
1397,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2020,1313304.0,Cluster 4
1398,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2021,1412496.0,Cluster 4
1399,DKI JAKARTA,PERKOTAAN,NONMAKANAN,2022,1572026.0,Cluster 4
1416,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2011,457669.0,Cluster 5
1417,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2012,519028.0,Cluster 5
1418,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2013,603269.0,Cluster 5
1419,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2014,623186.0,Cluster 5
1420,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2015,615486.0,Cluster 5
1421,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2016,692207.0,Cluster 5
1422,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2017,797828.0,Cluster 5
1423,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2018,847846.0,Cluster 5
1424,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2019,877448.0,Cluster 5
1425,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2020,944687.0,Cluster 5
1426,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2021,923932.0,Cluster 5
1427,DKI JAKARTA,PERDESAANPERKOTAAN,MAKANAN,2022,953320.0,Cluster 5
1428,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2011,898019.0,Cluster 6
1429,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2012,884071.0,Cluster 6
1430,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2013,925160.0,Cluster 6
1431,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2014,1085089.0,Cluster 6
1432,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2015,1157945.0,Cluster 6
1433,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2016,1184441.0,Cluster 6
1434,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2017,1199617.0,Cluster 6
1435,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2018,1191309.0,Cluster 6
1436,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2019,1278663.0,Cluster 6
1437,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2020,1313304.0,Cluster 6
1438,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2021,1412496.0,Cluster 6
1439,DKI JAKARTA,PERDESAANPERKOTAAN,NONMAKANAN,2022,1572026.0,Cluster 6
1452,JAWA BARAT,PERDESAAN,MAKANAN,2007,153304.0,Cluster 1
1453,JAWA BARAT,PERDESAAN,MAKANAN,2008,165387.0,Cluster 1
1454,JAWA BARAT,PERDESAAN,MAKANAN,2009,192426.0,Cluster 1
1455,JAWA BARAT,PERDESAAN,MAKANAN,2010,222277.0,Cluster 1
1456,JAWA BARAT,PERDESAAN,MAKANAN,2011,250476.0,Cluster 1
1457,JAWA BARAT,PERDESAAN,MAKANAN,2012,265181.0,Cluster 1
1458,JAWA BARAT,PERDESAAN,MAKANAN,2013,291786.0,Cluster 1
1459,JAWA BARAT,PERDESAAN,MAKANAN,2014,328238.0,Cluster 1
1460,JAWA BARAT,PERDESAAN,MAKANAN,2015,378794.0,Cluster 1
1461,JAWA BARAT,PERDESAAN,MAKANAN,2016,395806.0,Cluster 1
1462,JAWA BARAT,PERDESAAN,MAKANAN,2017,484115.0,Cluster 1
1463,JAWA BARAT,PERDESAAN,MAKANAN,2018,529194.0,Cluster 1
1464,JAWA BARAT,PERDESAAN,MAKANAN,2019,533831.0,Cluster 1
1465,JAWA BARAT,PERDESAAN,MAKANAN,2020,568464.0,Cluster 1
1466,JAWA BARAT,PERDESAAN,MAKANAN,2021,602593.0,Cluster 1
1467,JAWA BARAT,PERDESAAN,MAKANAN,2022,630058.0,Cluster 1
1468,JAWA BARAT,PERDESAAN,NONMAKANAN,2007,103853.0,Cluster 2
1469,JAWA BARAT,PERDESAAN,NONMAKANAN,2008,115067.0,Cluster 2
1470,JAWA BARAT,PERDESAAN,NONMAKANAN,2009,131846.0,Cluster 2
1471,JAWA BARAT,PERDESAAN,NONMAKANAN,2010,145100.0,Cluster 2
1472,JAWA BARAT,PERDESAAN,NONMAKANAN,2011,168911.0,Cluster 2
1473,JAWA BARAT,PERDESAAN,NONMAKANAN,2012,165944.0,Cluster 2
1474,JAWA BARAT,PERDESAAN,NONMAKANAN,2013,177333.0,Cluster 2
1475,JAWA BARAT,PERDESAAN,NONMAKANAN,2014,232544.0,Cluster 2
1476,JAWA BARAT,PERDESAAN,NONMAKANAN,2015,274900.0,Cluster 2
1477,JAWA BARAT,PERDESAAN,NONMAKANAN,2016,298301.0,Cluster 2
1478,JAWA BARAT,PERDESAAN,NONMAKANAN,2017,322523.0,Cluster 2
1479,JAWA BARAT,PERDESAAN,NONMAKANAN,2018,357131.0,Cluster 2
1480,JAWA BARAT,PERDESAAN,NONMAKANAN,2019,380464.0,Cluster 2
1481,JAWA BARAT,PERDESAAN,NONMAKANAN,2020,409189.0,Cluster 2
1482,JAWA BARAT,PERDESAAN,NONMAKANAN,2021,406828.0,Cluster 2
1483,JAWA BARAT,PERDESAAN,NONMAKANAN,2022,426145.0,Cluster 2
1500,JAWA BARAT,PERKOTAAN,MAKANAN,2007,199577.0,Cluster 3
1501,JAWA BARAT,PERKOTAAN,MAKANAN,2008,223205.0,Cluster 3
1502,JAWA BARAT,PERKOTAAN,MAKANAN,2009,239201.0,Cluster 3
1503,JAWA BARAT,PERKOTAAN,MAKANAN,2010,278285.0,Cluster 3
1504,JAWA BARAT,PERKOTAAN,MAKANAN,2011,322195.0,Cluster 3
1505,JAWA BARAT,PERKOTAAN,MAKANAN,2012,380259.0,Cluster 3
1506,JAWA BARAT,PERKOTAAN,MAKANAN,2013,413777.0,Cluster 3
1507,JAWA BARAT,PERKOTAAN,MAKANAN,2014,406530.0,Cluster 3
1508,JAWA BARAT,PERKOTAAN,MAKANAN,2015,448748.0,Cluster 3
1509,JAWA BARAT,PERKOTAAN,MAKANAN,2016,514628.0,Cluster 3
1510,JAWA BARAT,PERKOTAAN,MAKANAN,2017,593467.0,Cluster 3
1511,JAWA BARAT,PERKOTAAN,MAKANAN,2018,626039.0,Cluster 3
1512,JAWA BARAT,PERKOTAAN,MAKANAN,2019,659200.0,Cluster 3
1513,JAWA BARAT,PERKOTAAN,MAKANAN,2020,682461.0,Cluster 3
1514,JAWA BARAT,PERKOTAAN,MAKANAN,2021,698336.0,Cluster 3
1515,JAWA BARAT,PERKOTAAN,MAKANAN,2022,729521.0,Cluster 3
1516,JAWA BARAT,PERKOTAAN,NONMAKANAN,2007,244837.0,Cluster 4
1517,JAWA BARAT,PERKOTAAN,NONMAKANAN,2008,255333.0,Cluster 4
1518,JAWA BARAT,PERKOTAAN,NONMAKANAN,2009,289004.0,Cluster 4
1519,JAWA BARAT,PERKOTAAN,NONMAKANAN,2010,293690.0,Cluster 4
1520,JAWA BARAT,PERKOTAAN,NONMAKANAN,2011,385386.0,Cluster 4
1521,JAWA BARAT,PERKOTAAN,NONMAKANAN,2012,385707.0,Cluster 4
1522,JAWA BARAT,PERKOTAAN,NONMAKANAN,2013,447852.0,Cluster 4
1523,JAWA BARAT,PERKOTAAN,NONMAKANAN,2014,505206.0,Cluster 4
1524,JAWA BARAT,PERKOTAAN,NONMAKANAN,2015,566242.0,Cluster 4
1525,JAWA BARAT,PERKOTAAN,NONMAKANAN,2016,599330.0,Cluster 4
1526,JAWA BARAT,PERKOTAAN,NONMAKANAN,2017,625683.0,Cluster 4
1527,JAWA BARAT,PERKOTAAN,NONMAKANAN,2018,707932.0,Cluster 4
1528,JAWA BARAT,PERKOTAAN,NONMAKANAN,2019,715976.0,Cluster 4
1529,JAWA BARAT,PERKOTAAN,NONMAKANAN,2020,748323.0,Cluster 4
1530,JAWA BARAT,PERKOTAAN,NONMAKANAN,2021,776090.0,Cluster 4
1531,JAWA BARAT,PERKOTAAN,NONMAKANAN,2022,810707.0,Cluster 4
1548,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2011,297590.0,Cluster 5
1549,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2012,340757.0,Cluster 5
1550,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2013,371881.0,Cluster 5
1551,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2014,380224.0,Cluster 5
1552,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2015,425883.0,Cluster 5
1553,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2016,477814.0,Cluster 5
1554,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2017,562766.0,Cluster 5
1555,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2018,600966.0,Cluster 5
1556,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2019,629740.0,Cluster 5
1557,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2020,655838.0,Cluster 5
1558,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2021,677382.0,Cluster 5
1559,JAWA BARAT,PERDESAANPERKOTAAN,MAKANAN,2022,708389.0,Cluster 5
1560,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2011,311118.0,Cluster 6
1561,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2012,310270.0,Cluster 6
1562,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2013,354946.0,Cluster 6
1563,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2014,413592.0,Cluster 6
1564,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2015,471012.0,Cluster 6
1565,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2016,506063.0,Cluster 6
1566,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2017,540570.0,Cluster 6
1567,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2018,617111.0,Cluster 6
1568,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2019,637135.0,Cluster 6
1569,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2020,669121.0,Cluster 6
1570,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2021,695276.0,Cluster 6
1571,JAWA BARAT,PERDESAANPERKOTAAN,NONMAKANAN,2022,729004.0,Cluster 6
1584,JAWA TENGAH,PERDESAAN,MAKANAN,2007,125262.0,Cluster 1
1585,JAWA TENGAH,PERDESAAN,MAKANAN,2008,138660.0,Cluster 1
1586,JAWA TENGAH,PERDESAAN,MAKANAN,2009,156775.0,Cluster 1
1587,JAWA TENGAH,PERDESAAN,MAKANAN,2010,183675.0,Cluster 1
1588,JAWA TENGAH,PERDESAAN,MAKANAN,2011,213285.0,Cluster 1
1589,JAWA TENGAH,PERDESAAN,MAKANAN,2012,226102.0,Cluster 1
1590,JAWA TENGAH,PERDESAAN,MAKANAN,2013,255204.0,Cluster 1
1591,JAWA TENGAH,PERDESAAN,MAKANAN,2014,302267.0,Cluster 1
1592,JAWA TENGAH,PERDESAAN,MAKANAN,2015,313724.0,Cluster 1
1593,JAWA TENGAH,PERDESAAN,MAKANAN,2016,337788.0,Cluster 1
1594,JAWA TENGAH,PERDESAAN,MAKANAN,2017,399848.0,Cluster 1
1595,JAWA TENGAH,PERDESAAN,MAKANAN,2018,429085.0,Cluster 1
1596,JAWA TENGAH,PERDESAAN,MAKANAN,2019,436512.0,Cluster 1
1597,JAWA TENGAH,PERDESAAN,MAKANAN,2020,456030.0,Cluster 1
1598,JAWA TENGAH,PERDESAAN,MAKANAN,2021,479366.0,Cluster 1
1599,JAWA TENGAH,PERDESAAN,MAKANAN,2022,532973.0,Cluster 1
1600,JAWA TENGAH,PERDESAAN,NONMAKANAN,2007,100177.0,Cluster 2
1601,JAWA TENGAH,PERDESAAN,NONMAKANAN,2008,106800.0,Cluster 2
1602,JAWA TENGAH,PERDESAAN,NONMAKANAN,2009,123283.0,Cluster 2
1603,JAWA TENGAH,PERDESAAN,NONMAKANAN,2010,144292.0,Cluster 2
1604,JAWA TENGAH,PERDESAAN,NONMAKANAN,2011,180606.0,Cluster 2
1605,JAWA TENGAH,PERDESAAN,NONMAKANAN,2012,181006.0,Cluster 2
1606,JAWA TENGAH,PERDESAAN,NONMAKANAN,2013,201336.0,Cluster 2
1607,JAWA TENGAH,PERDESAAN,NONMAKANAN,2014,238331.0,Cluster 2
1608,JAWA TENGAH,PERDESAAN,NONMAKANAN,2015,277509.0,Cluster 2
1609,JAWA TENGAH,PERDESAAN,NONMAKANAN,2016,297503.0,Cluster 2
1610,JAWA TENGAH,PERDESAAN,NONMAKANAN,2017,320185.0,Cluster 2
1611,JAWA TENGAH,PERDESAAN,NONMAKANAN,2018,381834.0,Cluster 2
1612,JAWA TENGAH,PERDESAAN,NONMAKANAN,2019,388547.0,Cluster 2
1613,JAWA TENGAH,PERDESAAN,NONMAKANAN,2020,420783.0,Cluster 2
1614,JAWA TENGAH,PERDESAAN,NONMAKANAN,2021,422937.0,Cluster 2
1615,JAWA TENGAH,PERDESAAN,NONMAKANAN,2022,433964.0,Cluster 2
1632,JAWA TENGAH,PERKOTAAN,MAKANAN,2007,156840.0,Cluster 3
1633,JAWA TENGAH,PERKOTAAN,MAKANAN,2008,178180.0,Cluster 3
1634,JAWA TENGAH,PERKOTAAN,MAKANAN,2009,193974.0,Cluster 3
1635,JAWA TENGAH,PERKOTAAN,MAKANAN,2010,225430.0,Cluster 3
1636,JAWA TENGAH,PERKOTAAN,MAKANAN,2011,249353.0,Cluster 3
1637,JAWA TENGAH,PERKOTAAN,MAKANAN,2012,306284.0,Cluster 3
1638,JAWA TENGAH,PERKOTAAN,MAKANAN,2013,313649.0,Cluster 3
1639,JAWA TENGAH,PERKOTAAN,MAKANAN,2014,340655.0,Cluster 3
1640,JAWA TENGAH,PERKOTAAN,MAKANAN,2015,350517.0,Cluster 3
1641,JAWA TENGAH,PERKOTAAN,MAKANAN,2016,409810.0,Cluster 3
1642,JAWA TENGAH,PERKOTAAN,MAKANAN,2017,443810.0,Cluster 3
1643,JAWA TENGAH,PERKOTAAN,MAKANAN,2018,491151.0,Cluster 3
1644,JAWA TENGAH,PERKOTAAN,MAKANAN,2019,500720.0,Cluster 3
1645,JAWA TENGAH,PERKOTAAN,MAKANAN,2020,534296.0,Cluster 3
1646,JAWA TENGAH,PERKOTAAN,MAKANAN,2021,556031.0,Cluster 3
1647,JAWA TENGAH,PERKOTAAN,MAKANAN,2022,609145.0,Cluster 3
1648,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2007,183672.0,Cluster 4
1649,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2008,192369.0,Cluster 4
1650,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2009,204033.0,Cluster 4
1651,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2010,238059.0,Cluster 4
1652,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2011,297683.0,Cluster 4
1653,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2012,308859.0,Cluster 4
1654,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2013,368586.0,Cluster 4
1655,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2014,386262.0,Cluster 4
1656,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2015,468198.0,Cluster 4
1657,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2016,484096.0,Cluster 4
1658,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2017,493715.0,Cluster 4
1659,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2018,568887.0,Cluster 4
1660,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2019,580605.0,Cluster 4
1661,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2020,618738.0,Cluster 4
1662,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2021,629212.0,Cluster 4
1663,JAWA TENGAH,PERKOTAAN,NONMAKANAN,2022,653908.0,Cluster 4
1680,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2011,229775.0,Cluster 5
1681,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2012,262761.0,Cluster 5
1682,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2013,281921.0,Cluster 5
1683,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2014,319872.0,Cluster 5
1684,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2015,330646.0,Cluster 5
1685,JAWA TENGAH,PERDESAANPERKOTAAN,MAKANAN,2016,371605.0,Cluster 5
